CustomerID,FirstName,LastName,Email,City,JoinDate
1,Bob,Smith,user1@example.com,Phoenix,2022-03-03
2,Mike,Doe,user2@example.com,Phoenix,2021-03-18
3,Alice,Wilson,user3@example.com,Houston,2021-01-13
4,Mike,Doe,user4@example.com,Los Angeles,2019-10-15
5,Mike,Brown,user5@example.com,Los Angeles,2020-12-16
6,Jane,Doe,user6@example.com,Houston,2018-06-20
7,Alice,Lee,user7@example.com,Houston,2018-04-10
8,Alice,Lee,user8@example.com,Phoenix,2019-03-07
9,Alice,Doe,user9@example.com,Phoenix,2019-02-12
10,Mike,Taylor,user10@example.com,Los Angeles,2017-05-26
11,Bob,Brown,user11@example.com,Phoenix,2021-05-06
12,Alice,Smith,user12@example.com,Phoenix,2015-06-12
13,Sara,Doe,user13@example.com,Los Angeles,2017-08-12
14,Mike,Smith,user14@example.com,Houston,2015-01-24
15,Jane,Brown,user15@example.com,Los Angeles,2021-12-19
16,Bob,Doe,user16@example.com,New York,2015-07-12
17,Sara,Taylor,user17@example.com,Los Angeles,2017-05-27
18,Sara,Wilson,user18@example.com,New York,2016-01-25
19,Jane,Taylor,user19@example.com,Los Angeles,2021-12-19
20,Bob,Taylor,user20@example.com,New York,2017-08-21
21,Mike,Wilson,user21@example.com,New York,2022-10-24
22,John,Wilson,user22@example.com,Los Angeles,2020-12-16
23,Bob,Lee,user23@example.com,Phoenix,2022-02-13
24,Jane,Wilson,user24@example.com,Chicago,2021-08-05
25,Sara,Doe,user25@example.com,Phoenix,2017-02-03
26,Mike,Smith,user26@example.com,New York,2020-05-27
27,Bob,Lee,user27@example.com,Los Angeles,2018-05-23
28,John,Lee,user28@example.com,Los Angeles,2021-05-23
29,John,Smith,user29@example.com,Los Angeles,2017-02-06
30,Alice,Lee,user30@example.com,Los Angeles,2021-08-13
31,Alice,Wilson,user31@example.com,Chicago,2019-02-01
32,Jane,Taylor,user32@example.com,Houston,2017-06-17
33,Bob,Brown,user33@example.com,New York,2017-12-20
34,Bob,Wilson,user34@example.com,Chicago,2021-04-28
35,Sara,Taylor,user35@example.com,Phoenix,2017-02-26
36,Sara,Taylor,user36@example.com,Houston,2015-04-21
37,Sara,Lee,user37@example.com,Houston,2020-01-27
38,Alice,Doe,user38@example.com,Los Angeles,2015-05-21
39,Bob,Doe,user39@example.com,Chicago,2017-01-14
40,Bob,Lee,user40@example.com,Phoenix,2022-01-26
41,John,Lee,user41@example.com,Los Angeles,2015-03-20
42,Alice,Smith,user42@example.com,Los Angeles,2019-02-26
43,Mike,Smith,user43@example.com,New York,2021-12-31
44,Alice,Brown,user44@example.com,Houston,2017-08-28
45,Mike,Brown,user45@example.com,Phoenix,2015-03-07
46,John,Brown,user46@example.com,Houston,2019-03-14
47,Jane,Brown,user47@example.com,Chicago,2018-10-26
48,Bob,Taylor,user48@example.com,New York,2015-10-14
49,John,Taylor,user49@example.com,Los Angeles,2015-05-03
50,Bob,Smith,user50@example.com,New York,2022-02-15
51,Sara,Doe,user51@example.com,Los Angeles,2017-09-30
52,Jane,Lee,user52@example.com,New York,2015-01-04
53,Jane,Doe,user53@example.com,Los Angeles,2020-01-14
54,John,Wilson,user54@example.com,Houston,2016-02-16
55,Jane,Taylor,user55@example.com,Houston,2015-09-07
56,Mike,Brown,user56@example.com,Houston,2019-02-19
57,Jane,Brown,user57@example.com,Houston,2020-04-01
58,Bob,Wilson,user58@example.com,New York,2018-09-18
59,Bob,Doe,user59@example.com,Los Angeles,2021-11-05
60,Bob,Brown,user60@example.com,Houston,2015-06-07
61,Bob,Doe,user61@example.com,New York,2019-05-20
62,Mike,Lee,user62@example.com,Los Angeles,2022-11-24
63,Alice,Wilson,user63@example.com,New York,2019-05-30
64,Sara,Doe,user64@example.com,Houston,2019-01-03
65,John,Lee,user65@example.com,Chicago,2017-09-04
66,Bob,Doe,user66@example.com,New York,2021-07-10
67,Jane,Doe,user67@example.com,Houston,2018-06-15
68,Bob,Brown,user68@example.com,Phoenix,2015-06-02
69,Jane,Smith,user69@example.com,Los Angeles,2019-06-18
70,Sara,Taylor,user70@example.com,Houston,2022-08-28
71,Sara,Doe,user71@example.com,Phoenix,2022-11-21
72,Sara,Doe,user72@example.com,New York,2022-10-26
73,Jane,Doe,user73@example.com,New York,2022-09-06
74,Bob,Smith,user74@example.com,Phoenix,2017-11-21
75,Sara,Lee,user75@example.com,Phoenix,2022-01-23
76,Mike,Wilson,user76@example.com,Los Angeles,2015-02-22
77,Jane,Brown,user77@example.com,New York,2022-07-28
78,Jane,Smith,user78@example.com,Phoenix,2019-10-21
79,Bob,Lee,user79@example.com,Chicago,2018-08-21
80,Jane,Doe,user80@example.com,Chicago,2021-07-20
81,Jane,Lee,user81@example.com,Phoenix,2015-01-01
82,Sara,Smith,user82@example.com,Los Angeles,2015-06-16
83,Bob,Smith,user83@example.com,New York,2021-06-22
84,Sara,Smith,user84@example.com,Chicago,2017-08-22
85,Sara,Wilson,user85@example.com,Phoenix,2020-02-29
86,Bob,Taylor,user86@example.com,Phoenix,2015-09-30
87,John,Brown,user87@example.com,Houston,2019-08-20
88,Sara,Wilson,user88@example.com,Phoenix,2021-08-17
89,Mike,Wilson,user89@example.com,Los Angeles,2017-06-18
90,Mike,Taylor,user90@example.com,Chicago,2021-02-26
91,Jane,Wilson,user91@example.com,Houston,2020-12-27
92,Mike,Smith,user92@example.com,Chicago,2021-06-11
93,Jane,Smith,user93@example.com,Chicago,2018-05-04
94,John,Lee,user94@example.com,Los Angeles,2015-12-26
95,Bob,Doe,user95@example.com,Phoenix,2021-06-12
96,Bob,Wilson,user96@example.com,Los Angeles,2020-08-01
97,Bob,Doe,user97@example.com,Phoenix,2021-07-08
98,Mike,Brown,user98@example.com,Houston,2015-11-30
99,John,Smith,user99@example.com,Los Angeles,2022-01-08
100,Mike,Lee,user100@example.com,Los Angeles,2016-12-31
101,Mike,Brown,user101@example.com,New York,2022-09-14
102,John,Lee,user102@example.com,Los Angeles,2019-02-06
103,John,Taylor,user103@example.com,New York,2018-11-18
104,John,Smith,user104@example.com,Phoenix,2019-10-10
105,John,Brown,user105@example.com,Phoenix,2022-10-03
106,Bob,Taylor,user106@example.com,Phoenix,2019-05-20
107,Alice,Brown,user107@example.com,New York,2018-11-04
108,Alice,Lee,user108@example.com,Phoenix,2015-01-21
109,John,Taylor,user109@example.com,Chicago,2020-05-27
110,Alice,Taylor,user110@example.com,Los Angeles,2017-05-28
111,Alice,Smith,user111@example.com,New York,2015-06-26
112,John,Doe,user112@example.com,Phoenix,2018-10-18
113,Alice,Lee,user113@example.com,Chicago,2020-08-31
114,Mike,Lee,user114@example.com,Los Angeles,2022-11-24
115,Jane,Taylor,user115@example.com,Los Angeles,2022-02-08
116,Jane,Taylor,user116@example.com,Phoenix,2021-04-16
117,John,Smith,user117@example.com,Chicago,2016-10-22
118,Bob,Doe,user118@example.com,New York,2018-04-14
119,John,Lee,user119@example.com,Phoenix,2015-05-06
120,Bob,Wilson,user120@example.com,Los Angeles,2018-06-23
121,Jane,Wilson,user121@example.com,Los Angeles,2016-09-02
122,John,Doe,user122@example.com,Los Angeles,2018-07-18
123,Sara,Brown,user123@example.com,Phoenix,2017-10-06
124,Mike,Smith,user124@example.com,Houston,2020-09-22
125,Alice,Doe,user125@example.com,Houston,2019-10-24
126,Bob,Wilson,user126@example.com,Houston,2020-05-18
127,Sara,Taylor,user127@example.com,Chicago,2016-07-01
128,Alice,Wilson,user128@example.com,Phoenix,2018-04-06
129,Alice,Taylor,user129@example.com,Los Angeles,2021-10-18
130,John,Smith,user130@example.com,Chicago,2017-11-19
131,Alice,Taylor,user131@example.com,Houston,2022-10-12
132,Mike,Doe,user132@example.com,New York,2019-06-09
133,Sara,Taylor,user133@example.com,Chicago,2021-08-01
134,Alice,Brown,user134@example.com,Chicago,2019-12-28
135,John,Doe,user135@example.com,Phoenix,2018-06-25
136,Mike,Smith,user136@example.com,Chicago,2019-09-16
137,Jane,Doe,user137@example.com,Phoenix,2015-09-10
138,Sara,Brown,user138@example.com,New York,2022-10-03
139,Alice,Smith,user139@example.com,Los Angeles,2022-07-31
140,John,Wilson,user140@example.com,Los Angeles,2019-04-09
141,Jane,Brown,user141@example.com,Houston,2017-01-06
142,Jane,Smith,user142@example.com,Houston,2020-08-08
143,Bob,Taylor,user143@example.com,New York,2017-06-18
144,Mike,Doe,user144@example.com,Los Angeles,2020-04-12
145,Alice,Smith,user145@example.com,Houston,2020-12-10
146,John,Doe,user146@example.com,Chicago,2018-08-10
147,Bob,Taylor,user147@example.com,Phoenix,2022-06-25
148,Mike,Smith,user148@example.com,Houston,2020-12-30
149,Bob,Wilson,user149@example.com,New York,2017-09-29
150,Sara,Brown,user150@example.com,Los Angeles,2020-04-06
151,Mike,Smith,user151@example.com,New York,2022-01-02
152,Mike,Taylor,user152@example.com,Phoenix,2020-05-25
153,Alice,Smith,user153@example.com,Phoenix,2020-10-05
154,Mike,Doe,user154@example.com,New York,2015-02-11
155,Bob,Lee,user155@example.com,Houston,2022-11-08
156,Mike,Smith,user156@example.com,Houston,2020-01-22
157,Alice,Wilson,user157@example.com,Los Angeles,2015-12-09
158,Alice,Smith,user158@example.com,Los Angeles,2015-11-28
159,Sara,Brown,user159@example.com,Chicago,2018-12-31
160,Bob,Smith,user160@example.com,Chicago,2015-12-07
161,Jane,Lee,user161@example.com,Los Angeles,2021-07-16
162,Jane,Doe,user162@example.com,Chicago,2022-12-06
163,Mike,Smith,user163@example.com,New York,2021-02-07
164,Sara,Wilson,user164@example.com,Houston,2019-08-28
165,John,Taylor,user165@example.com,Chicago,2018-07-11
166,Mike,Smith,user166@example.com,Chicago,2018-05-18
167,Sara,Smith,user167@example.com,New York,2022-01-14
168,Bob,Brown,user168@example.com,Phoenix,2021-02-07
169,Bob,Wilson,user169@example.com,Los Angeles,2019-01-07
170,Bob,Lee,user170@example.com,New York,2021-04-17
171,Bob,Taylor,user171@example.com,Phoenix,2015-05-18
172,Bob,Doe,user172@example.com,New York,2022-08-30
173,Sara,Smith,user173@example.com,Houston,2021-11-06
174,Sara,Lee,user174@example.com,New York,2015-03-28
175,Alice,Taylor,user175@example.com,New York,2020-01-08
176,Jane,Doe,user176@example.com,Houston,2021-05-29
177,Bob,Lee,user177@example.com,Los Angeles,2020-11-09
178,John,Wilson,user178@example.com,Phoenix,2015-07-27
179,Sara,Wilson,user179@example.com,Chicago,2021-02-11
180,John,Taylor,user180@example.com,Los Angeles,2020-01-25
181,John,Doe,user181@example.com,New York,2019-08-15
182,John,Wilson,user182@example.com,Chicago,2021-01-12
183,Alice,Taylor,user183@example.com,Houston,2021-05-29
184,Sara,Wilson,user184@example.com,Los Angeles,2022-01-24
185,John,Wilson,user185@example.com,Phoenix,2021-01-17
186,Bob,Lee,user186@example.com,Los Angeles,2019-02-17
187,Mike,Lee,user187@example.com,Los Angeles,2019-03-07
188,John,Wilson,user188@example.com,Chicago,2017-04-30
189,Alice,Brown,user189@example.com,Houston,2021-01-12
190,Sara,Lee,user190@example.com,Houston,2020-12-30
191,Alice,Doe,user191@example.com,Los Angeles,2022-02-22
192,John,Taylor,user192@example.com,Houston,2020-09-13
193,Sara,Taylor,user193@example.com,Chicago,2015-08-12
194,Mike,Doe,user194@example.com,Chicago,2022-06-08
195,John,Doe,user195@example.com,Phoenix,2021-09-06
196,Alice,Doe,user196@example.com,Houston,2021-09-21
197,Jane,Doe,user197@example.com,Phoenix,2018-11-12
198,Bob,Smith,user198@example.com,New York,2019-09-16
199,Alice,Taylor,user199@example.com,Chicago,2015-10-24
200,Sara,Smith,user200@example.com,Los Angeles,2015-11-19
201,John,Wilson,user201@example.com,Chicago,2020-02-21
202,Bob,Wilson,user202@example.com,New York,2019-02-20
203,John,Taylor,user203@example.com,Los Angeles,2020-09-17
204,Sara,Wilson,user204@example.com,Houston,2016-05-19
205,John,Doe,user205@example.com,Houston,2022-09-01
206,Jane,Smith,user206@example.com,Chicago,2019-04-10
207,Bob,Doe,user207@example.com,Los Angeles,2018-09-27
208,Bob,Wilson,user208@example.com,Los Angeles,2021-04-06
209,Sara,Lee,user209@example.com,Phoenix,2016-11-17
210,Jane,Smith,user210@example.com,New York,2020-07-10
211,Alice,Doe,user211@example.com,Houston,2019-01-08
212,John,Taylor,user212@example.com,Chicago,2017-01-09
213,Mike,Doe,user213@example.com,Los Angeles,2017-09-23
214,John,Lee,user214@example.com,Houston,2021-12-09
215,John,Wilson,user215@example.com,Chicago,2022-09-13
216,Alice,Smith,user216@example.com,Houston,2018-12-05
217,John,Taylor,user217@example.com,Chicago,2020-03-30
218,Jane,Smith,user218@example.com,Houston,2016-09-14
219,Jane,Taylor,user219@example.com,Phoenix,2022-08-15
220,Bob,Smith,user220@example.com,New York,2015-10-25
221,Sara,Wilson,user221@example.com,Houston,2017-12-11
222,Mike,Taylor,user222@example.com,New York,2022-08-12
223,John,Brown,user223@example.com,Houston,2015-10-31
224,John,Smith,user224@example.com,Los Angeles,2018-08-04
225,Alice,Smith,user225@example.com,Phoenix,2016-10-25
226,Sara,Doe,user226@example.com,Phoenix,2018-02-15
227,Jane,Taylor,user227@example.com,New York,2020-06-15
228,Mike,Lee,user228@example.com,Los Angeles,2022-10-09
229,Bob,Brown,user229@example.com,Chicago,2022-05-18
230,Jane,Wilson,user230@example.com,Phoenix,2015-07-28
231,Sara,Doe,user231@example.com,Los Angeles,2018-08-09
232,Bob,Brown,user232@example.com,Los Angeles,2016-06-02
233,Alice,Taylor,user233@example.com,New York,2020-10-25
234,Alice,Brown,user234@example.com,Los Angeles,2015-12-04
235,John,Smith,user235@example.com,Los Angeles,2022-12-20
236,Sara,Smith,user236@example.com,Chicago,2019-12-19
237,Mike,Doe,user237@example.com,New York,2020-02-13
238,Bob,Taylor,user238@example.com,New York,2017-07-01
239,Jane,Taylor,user239@example.com,Los Angeles,2017-03-17
240,Sara,Brown,user240@example.com,Chicago,2018-08-08
241,Sara,Doe,user241@example.com,Houston,2018-07-18
242,Alice,Taylor,user242@example.com,Phoenix,2016-07-25
243,John,Lee,user243@example.com,New York,2021-10-07
244,John,Lee,user244@example.com,Chicago,2019-08-07
245,Bob,Smith,user245@example.com,Chicago,2022-06-13
246,Alice,Brown,user246@example.com,Los Angeles,2017-11-05
247,Sara,Wilson,user247@example.com,Phoenix,2017-07-14
248,Mike,Smith,user248@example.com,New York,2019-11-20
249,Alice,Doe,user249@example.com,Houston,2015-04-08
250,Bob,Taylor,user250@example.com,Los Angeles,2019-06-28
251,Bob,Smith,user251@example.com,New York,2021-06-05
252,Alice,Wilson,user252@example.com,New York,2017-01-16
253,Bob,Wilson,user253@example.com,Chicago,2018-12-16
254,Alice,Lee,user254@example.com,Phoenix,2018-08-23
255,Jane,Doe,user255@example.com,Houston,2021-05-10
256,Alice,Smith,user256@example.com,Phoenix,2015-09-18
257,Alice,Brown,user257@example.com,Chicago,2018-06-16
258,Bob,Smith,user258@example.com,Houston,2017-07-24
259,Bob,Lee,user259@example.com,Houston,2019-12-03
260,John,Wilson,user260@example.com,Los Angeles,2015-11-28
261,John,Doe,user261@example.com,Houston,2015-04-25
262,Jane,Doe,user262@example.com,New York,2015-09-25
263,John,Brown,user263@example.com,Phoenix,2020-08-21
264,Alice,Doe,user264@example.com,Phoenix,2015-03-14
265,Bob,Lee,user265@example.com,Los Angeles,2017-10-12
266,John,Lee,user266@example.com,Houston,2022-12-31
267,John,Lee,user267@example.com,Chicago,2021-09-19
268,Jane,Doe,user268@example.com,New York,2015-06-27
269,Sara,Doe,user269@example.com,Los Angeles,2020-06-22
270,Jane,Lee,user270@example.com,Houston,2017-02-10
271,Alice,Doe,user271@example.com,Chicago,2017-08-03
272,Bob,Doe,user272@example.com,Houston,2016-02-04
273,Jane,Wilson,user273@example.com,Los Angeles,2015-09-27
274,John,Smith,user274@example.com,Chicago,2020-01-30
275,Bob,Taylor,user275@example.com,Chicago,2019-07-14
276,Bob,Doe,user276@example.com,Chicago,2021-12-08
277,John,Taylor,user277@example.com,Chicago,2015-02-28
278,Jane,Taylor,user278@example.com,Houston,2022-05-13
279,John,Wilson,user279@example.com,Chicago,2017-06-05
280,Sara,Doe,user280@example.com,Houston,2015-09-23
281,Bob,Lee,user281@example.com,Chicago,2020-10-23
282,Mike,Taylor,user282@example.com,Chicago,2020-07-15
283,Mike,Doe,user283@example.com,Los Angeles,2016-05-19
284,Alice,Brown,user284@example.com,Houston,2021-08-01
285,John,Lee,user285@example.com,Houston,2021-01-10
286,John,Brown,user286@example.com,Phoenix,2020-04-07
287,Alice,Brown,user287@example.com,Los Angeles,2016-04-30
288,Alice,Taylor,user288@example.com,Houston,2019-04-13
289,Alice,Brown,user289@example.com,Los Angeles,2018-02-27
290,Bob,Wilson,user290@example.com,Los Angeles,2015-03-07
291,Sara,Wilson,user291@example.com,Los Angeles,2021-08-24
292,John,Taylor,user292@example.com,New York,2018-08-29
293,Bob,Doe,user293@example.com,Houston,2016-02-11
294,Alice,Smith,user294@example.com,Los Angeles,2015-10-04
295,John,Doe,user295@example.com,New York,2022-04-16
296,Bob,Doe,user296@example.com,New York,2021-06-19
297,Sara,Doe,user297@example.com,Chicago,2022-02-09
298,Bob,Doe,user298@example.com,Chicago,2018-06-26
299,Sara,Lee,user299@example.com,Houston,2020-05-22
300,Alice,Smith,user300@example.com,Chicago,2016-04-05
301,Sara,Lee,user301@example.com,Houston,2021-09-12
302,John,Brown,user302@example.com,New York,2021-11-03
303,Alice,Doe,user303@example.com,New York,2021-11-23
304,John,Wilson,user304@example.com,Houston,2019-07-26
305,Mike,Taylor,user305@example.com,Chicago,2019-05-02
306,Jane,Taylor,user306@example.com,Chicago,2017-08-13
307,Sara,Lee,user307@example.com,Houston,2016-12-07
308,Jane,Lee,user308@example.com,Phoenix,2015-04-13
309,Jane,Wilson,user309@example.com,Chicago,2021-07-03
310,Sara,Doe,user310@example.com,Los Angeles,2022-04-02
311,Alice,Smith,user311@example.com,Chicago,2021-04-12
312,Mike,Brown,user312@example.com,Phoenix,2020-11-22
313,John,Taylor,user313@example.com,New York,2022-07-02
314,Bob,Brown,user314@example.com,New York,2017-08-29
315,John,Smith,user315@example.com,New York,2018-08-18
316,Bob,Lee,user316@example.com,Chicago,2015-06-02
317,John,Taylor,user317@example.com,New York,2017-08-14
318,Sara,Brown,user318@example.com,Phoenix,2018-02-03
319,Mike,Lee,user319@example.com,Phoenix,2016-12-30
320,Bob,Smith,user320@example.com,Chicago,2015-03-15
321,Alice,Brown,user321@example.com,Los Angeles,2017-05-05
322,John,Doe,user322@example.com,Chicago,2021-05-21
323,John,Lee,user323@example.com,New York,2019-04-23
324,Bob,Smith,user324@example.com,Chicago,2015-10-07
325,Alice,Brown,user325@example.com,Phoenix,2017-02-25
326,Alice,Doe,user326@example.com,Chicago,2016-11-16
327,Sara,Doe,user327@example.com,Chicago,2019-04-29
328,Sara,Smith,user328@example.com,Los Angeles,2017-08-26
329,Sara,Wilson,user329@example.com,Phoenix,2021-05-27
330,Sara,Taylor,user330@example.com,Houston,2020-07-26
331,Sara,Smith,user331@example.com,Houston,2018-03-11
332,Sara,Doe,user332@example.com,Phoenix,2017-02-06
333,Mike,Doe,user333@example.com,Houston,2021-06-17
334,Alice,Smith,user334@example.com,New York,2016-10-07
335,Sara,Wilson,user335@example.com,Houston,2015-01-26
336,Alice,Taylor,user336@example.com,New York,2020-04-18
337,Alice,Brown,user337@example.com,Phoenix,2021-04-21
338,Jane,Smith,user338@example.com,Houston,2019-10-25
339,Mike,Taylor,user339@example.com,Houston,2017-12-15
340,Sara,Taylor,user340@example.com,New York,2021-05-29
341,John,Lee,user341@example.com,New York,2016-09-28
342,Bob,Doe,user342@example.com,Chicago,2015-08-18
343,John,Brown,user343@example.com,Los Angeles,2020-10-01
344,Mike,Smith,user344@example.com,Houston,2015-04-11
345,Bob,Doe,user345@example.com,Los Angeles,2019-01-30
346,Mike,Lee,user346@example.com,Los Angeles,2017-03-14
347,Alice,Lee,user347@example.com,Houston,2017-05-18
348,Bob,Doe,user348@example.com,New York,2021-05-03
349,Alice,Wilson,user349@example.com,Chicago,2019-12-24
350,John,Taylor,user350@example.com,Phoenix,2015-01-02
351,John,Smith,user351@example.com,Houston,2015-01-22
352,Bob,Smith,user352@example.com,Houston,2022-03-10
353,Bob,Smith,user353@example.com,Phoenix,2021-03-09
354,Sara,Doe,user354@example.com,Los Angeles,2020-03-18
355,Mike,Wilson,user355@example.com,Chicago,2022-01-20
356,Sara,Brown,user356@example.com,Los Angeles,2021-09-01
357,Mike,Lee,user357@example.com,Phoenix,2015-01-14
358,Sara,Doe,user358@example.com,Phoenix,2016-06-02
359,Alice,Brown,user359@example.com,Chicago,2020-04-19
360,Bob,Lee,user360@example.com,Phoenix,2016-09-07
361,John,Lee,user361@example.com,Phoenix,2017-08-19
362,Mike,Wilson,user362@example.com,Chicago,2021-09-16
363,Mike,Taylor,user363@example.com,Houston,2015-10-14
364,John,Smith,user364@example.com,Los Angeles,2021-08-28
365,Sara,Brown,user365@example.com,Houston,2020-04-07
366,Mike,Doe,user366@example.com,Houston,2018-01-19
367,Alice,Brown,user367@example.com,Los Angeles,2017-04-05
368,Bob,Taylor,user368@example.com,Houston,2021-06-17
369,John,Smith,user369@example.com,Chicago,2022-08-05
370,Bob,Brown,user370@example.com,Los Angeles,2020-09-21
371,Mike,Taylor,user371@example.com,New York,2018-01-02
372,Mike,Doe,user372@example.com,Houston,2022-09-02
373,John,Wilson,user373@example.com,Phoenix,2017-09-19
374,Alice,Lee,user374@example.com,Los Angeles,2019-05-04
375,Jane,Doe,user375@example.com,New York,2020-03-18
376,John,Smith,user376@example.com,Phoenix,2017-05-25
377,Jane,Lee,user377@example.com,New York,2017-01-03
378,Sara,Doe,user378@example.com,Houston,2020-02-29
379,Jane,Doe,user379@example.com,Phoenix,2015-05-24
380,Alice,Doe,user380@example.com,Houston,2021-03-06
381,Sara,Doe,user381@example.com,Phoenix,2018-01-27
382,Jane,Lee,user382@example.com,Los Angeles,2016-11-30
383,Sara,Smith,user383@example.com,Chicago,2015-04-24
384,Jane,Taylor,user384@example.com,Chicago,2021-01-31
385,Alice,Brown,user385@example.com,New York,2015-09-28
386,Jane,Wilson,user386@example.com,Phoenix,2015-03-04
387,Jane,Brown,user387@example.com,Houston,2017-10-04
388,Jane,Brown,user388@example.com,Los Angeles,2022-10-14
389,John,Wilson,user389@example.com,Los Angeles,2018-11-28
390,John,Lee,user390@example.com,Los Angeles,2021-03-22
391,John,Smith,user391@example.com,Chicago,2020-06-05
392,Alice,Wilson,user392@example.com,Houston,2021-01-17
393,Sara,Smith,user393@example.com,Los Angeles,2021-08-25
394,Mike,Lee,user394@example.com,Los Angeles,2015-11-14
395,Jane,Brown,user395@example.com,New York,2022-07-18
396,Jane,Smith,user396@example.com,Phoenix,2021-11-08
397,Alice,Lee,user397@example.com,Phoenix,2018-07-16
